000000.bmp,0.00010921677,2540.8237,31772.982,1146.7098,0.0008417244,12.943316,13.974389,80620.08,2.0033448,13362.309,2.478374,33349.0,4.9998503,289.9913,17.585938,497.56625,0.2518453,0.01671546,0.057526506,1
000001.bmp,0.00010169856,2561.3,31910.271,1150.2207,0.0008942377,13.228636,13.9730835,85470.0,2.0154538,12753.792,2.4777977,31639.0,4.999842,282.49106,18.143166,529.6259,0.17267561,0.017086111,0.05730863,1
000002.bmp,0.00010148555,2563.3547,34841.82,1150.5708,0.00090613286,13.257334,13.976648,88071.63,2.0031264,12229.087,2.4773962,30524.0,4.999836,277.4909,17.490345,490.5597,0.10633663,0.018350594,0.059519008,1
000003.bmp,9.660417e-05,2555.5493,33849.555,1149.2388,0.0008878892,13.14838,13.975465,96759.93,2.0061984,11164.494,2.476326,27824.0,4.99982,264.99048,18.142912,525.978,0.122582845,0.017386466,0.05512295,1
000004.bmp,0.00010252051,2559.081,31910.271,1149.8422,0.00088690454,13.197656,13.973415,84970.16,2.003178,12676.109,2.4777977,31639.0,4.999842,282.49106,18.311357,538.84045,0.15883362,0.017055565,0.055533435,1
000005.bmp,9.9283556e-05,2535.2637,35280.938,1145.7496,0.00083040074,12.866062,13.974807,85114.85,2.0067117,12698.472,2.4777977,31639.0,4.999842,282.49106,19.676258,624.067,0.06628026,0.016792035,0.052325137,1
000006.bmp,9.837738e-05,2525.3389,37833.39,1144.0283,0.00080790685,12.728398,13.978698,83765.15,2.010279,12948.206,2.4779932,32204.0,4.9998446,284.99115,18.652884,561.71185,0.056316026,0.017930495,0.055615503,1
000007.bmp,0.0001020947,2512.4502,37069.434,1141.7787,0.00076869293,12.550093,13.978364,75318.26,2.0034804,14304.851,2.4790971,35699.0,4.99986,299.9916,18.713541,566.09906,0.112252384,0.01715327,0.058276772,1
000008.bmp,0.000107952124,2535.4148,27906.928,1145.7758,0.0008230584,12.868162,13.965744,62310.527,2.007196,17354.217,2.4810033,43229.0,4.999884,329.99237,19.639164,616.3621,0.33080047,0.01466373,0.05166367,1
000009.bmp,0.00011610808,2551.0933,27591.9,1148.4756,0.00086828397,13.086258,13.964027,58759.336,2.0098295,18450.234,2.4815636,45899.0,4.9998913,339.99258,19.826473,631.20605,0.30287543,0.01519619,0.05067773,1
000010.bmp,9.551131e-05,2498.1995,35395.42,1139.2725,0.0007255325,12.353577,13.975672,70529.74,2.0038064,15281.026,2.4797738,38129.0,4.999869,309.99188,20.926321,706.1754,0.07189697,0.015938468,0.047091354,1
000011.bmp,0.000106362786,2513.1377,31528.898,1141.8992,0.0007645228,12.559591,13.970693,62317.8,2.0074303,17356.242,2.4810033,43229.0,4.999884,329.99237,21.784998,768.4034,0.09548877,0.015144533,0.047635216,1
000012.bmp,0.00010329821,2504.9287,32139.07,1140.4584,0.00074844074,12.446287,13.971866,57849.676,2.0079067,18705.66,2.4816985,46579.0,4.9998927,342.49265,21.407902,739.725,0.12738448,0.0151762,0.048079077,1
000013.bmp,0.00010255619,2504.2036,32139.07,1140.3308,0.0007456903,12.436291,13.970165,63280.66,2.0075612,17094.385,2.4808578,42574.0,4.9998827,327.4923,21.216082,734.1526,0.17845242,0.014986473,0.05031513,1
000014.bmp,0.00010163118,2500.1243,31125.678,1139.6122,0.00073880464,12.380079,13.971535,65265.703,2.007557,16574.389,2.48056,41279.0,4.999879,322.4922,22.308626,793.1381,0.09538072,0.014702128,0.04720251,1
000015.bmp,9.9225595e-05,2486.916,32302.488,1137.2739,0.00070447667,12.198468,13.970764,57861.426,2.0083146,18709.459,2.4816985,46579.0,4.9998927,342.49265,23.258066,862.5777,0.09287293,0.014509191,0.040542062,1
000016.bmp,0.00010518501,2488.6785,31034.354,1137.5869,0.00069925946,12.222667,13.970919,60367.008,2.0040693,17858.262,2.4812875,44554.0,4.999888,334.9925,23.038364,855.80743,0.061858125,0.014811619,0.044042714,1
000017.bmp,0.00011262486,2485.11,30124.988,1136.9529,0.00069388136,12.173683,13.968122,50822.984,2.0041842,21214.291,2.4828298,52924.0,4.9999056,364.9931,23.025215,855.8465,0.17018305,0.014077487,0.04428108,1
000018.bmp,0.00010977509,2482.5283,32596.617,1136.4934,0.0006869257,12.138271,13.972472,62465.344,2.012306,17398.396,2.4810033,43229.0,4.999884,329.99237,23.138212,859.0187,0.056780834,0.014785038,0.04290281,1
000019.bmp,0.00011047332,2487.5645,29007.984,1137.3892,0.00070900144,12.20737,13.965638,48887.336,2.008295,22143.46,2.4831765,55129.0,4.9999094,372.49326,24.399836,961.53613,0.14147748,0.013415771,0.043945186,1
000020.bmp,0.00010140154,2545.0837,30378.594,1147.4436,0.00085349503,13.002573,13.972641,83484.14,2.0032904,12903.193,2.4779932,32204.0,4.9998446,284.99115,18.612804,554.7029,0.19726467,0.016335847,0.056228947,1
000021.bmp,9.935218e-05,2547.3008,32939.73,1147.8247,0.000860444,13.033433,13.973743,83744.72,2.0097885,12945.048,2.4779932,32204.0,4.9998446,284.99115,18.014482,522.83435,0.19042934,0.017089238,0.054710325,1
000022.bmp,0.000100979305,2564.0532,36320.06,1150.6897,0.00090721314,13.267093,13.976402,95086.26,2.0091717,11394.013,2.4765482,28354.0,4.9998236,267.49057,17.677528,498.37378,0.088002026,0.018345976,0.05608176,1
000023.bmp,9.97894e-05,2558.439,33491.62,1149.7325,0.0008918308,13.188694,13.974833,93872.96,2.0214534,11679.958,2.476766,28889.0,4.999827,269.99066,18.409933,537.51715,0.1157075,0.017298184,0.0547942,1
000024.bmp,0.00010124849,2562.2456,33133.65,1150.3818,0.00090473524,13.241841,13.974068,88199.52,2.0061576,12247.593,2.4773962,30524.0,4.999836,277.4909,18.177147,526.1844,0.13890779,0.017428126,0.05429377,1
000025.bmp,9.645441e-05,2533.5273,33968.86,1145.4492,0.0008202276,12.841955,13.973618,86509.805,2.0033784,12453.0,2.477599,31079.0,4.9998393,279.991,20.15606,654.35486,0.06400717,0.01644047,0.0530176,1
000026.bmp,9.632676e-05,2524.1963,37833.39,1143.8296,0.00080370426,12.712572,13.978497,83490.43,2.0034413,12904.166,2.4779932,32204.0,4.9998446,284.99115,18.525597,551.9553,0.067537755,0.017959777,0.053724796,1
000027.bmp,0.00010116421,2513.5432,37069.434,1141.9701,0.0007750628,12.565193,13.97886,77905.93,2.0035262,13830.342,2.4787416,34514.0,4.999855,294.99146,18.751524,566.36316,0.079844646,0.017443975,0.052510306,1
000028.bmp,0.000107911386,2535.24,28770.453,1145.7456,0.0008184054,12.865733,13.965484,66384.5,2.010435,16340.816,2.4804077,40639.0,4.999877,319.99213,19.859756,629.91425,0.3035605,0.014762032,0.051440213,1
