000000.bmp,0.00010921677,2540.8237,31772.982,1146.7098,0.0008417244,12.943316,13.974389,80620.08,2.0033448,13362.309,2.478374,33349.0,4.9998503,289.9913,0.0004184553790680724,145.71061756967262,0.7810460870006568,332.7325066600615,0.09821437930861662,195.6567428525482,1185.2194090705707,7.137101003638218,11.583006975837293,0.00023566848467962295,4.634895849033718,-0.13960065298837998,0.9005489249072941,1
000001.bmp,0.00010169856,2561.3,31910.271,1150.2207,0.0008942377,13.228636,13.9730835,85470.0,2.0154538,12753.792,2.4777977,31639.0,4.999842,282.49106,0.00045574441624644135,132.55456156224813,0.7928458273598417,319.87885728462516,0.10409698745178023,187.20209957607415,1146.960867576252,7.108889802196954,11.48415340458727,0.000273211002589144,4.568190260272939,-0.1453873807259667,0.906693305687189,1
000002.bmp,0.00010148555,2563.3547,34841.82,1150.5708,0.00090613286,13.257334,13.976648,88071.63,2.0031264,12229.087,2.4773962,30524.0,4.999836,277.4909,0.0004981189946467461,132.93364921104842,0.7574089808471987,273.88774639922894,0.10248825500128586,186.43734475750202,962.6173363858597,6.973430716757479,11.362575245679176,0.00027340151223519083,4.567670779749757,-0.12991725255255407,0.8819526603938488,1
000003.bmp,9.660417e-05,2555.5493,33849.555,1149.2388,0.0008878892,13.14838,13.975465,96759.93,2.0061984,11164.494,2.476326,27824.0,4.99982,264.99048,0.00044761968655456197,143.71345734488344,0.7582171007108371,297.189472249584,0.09731080518619667,189.43802978621582,1045.0444316534467,7.0357749559171925,11.479023153005922,0.0002683751731267667,4.6217842234231785,-0.12965578600307137,0.883760131939272,1
000004.bmp,0.00010252051,2559.081,31910.271,1149.8422,0.00088690454,13.197656,13.973415,84970.16,2.003178,12676.109,2.4777977,31639.0,4.999842,282.49106,0.00042652870971805225,152.51072335738422,0.7610591839256308,319.13752354316284,0.09575126521910943,187.9818809481369,1124.039370815277,7.093077747665934,11.564287885380853,0.0002477559982856375,4.666121767193327,-0.1326659897385159,0.8903310110101669,1
000005.bmp,9.9283556e-05,2535.2637,35280.938,1145.7496,0.00083040074,12.866062,13.974807,85114.85,2.0067117,12698.472,2.4777977,31639.0,4.999842,282.49106,0.0004107647181369109,162.08715352586952,0.7563067892544559,332.47473206907716,0.09172662721076583,197.85159180474614,1167.8117747504384,7.112252639468498,11.629952451952256,0.00023570212078733154,4.70925108061427,-0.1284315179178528,0.8851093173054864,1
000006.bmp,9.837738e-05,2525.3389,37833.39,1144.0283,0.00080790685,12.728398,13.978698,83765.15,2.010279,12948.206,2.4779932,32204.0,4.9998446,284.99115,0.00045407956031816445,157.89165805284733,0.7310356846166876,293.4663326018722,0.09245304243155696,202.20190400927677,1015.9736723546375,7.011078939624102,11.514641888577549,0.00023605621560272556,4.691035682327309,-0.11983979531748189,0.8686401883671054,1
000007.bmp,0.0001020947,2512.4502,37069.434,1141.7787,0.00076869293,12.550093,13.978364,75318.26,2.0034804,14304.851,2.4790971,35699.0,4.99986,299.9916,0.0004146666598907499,174.23007422577342,0.7243126214502755,315.98794753897437,0.08815848329437112,208.11420132215267,1089.7217159301345,7.068769694161757,11.626961269623502,0.0002127825258863725,4.757049886062038,-0.11918592291666495,0.8690435002172427,1
000008.bmp,0.000107952124,2535.4148,27906.928,1145.7758,0.0008230584,12.868162,13.965744,62310.527,2.007196,17354.217,2.4810033,43229.0,4.999884,329.99237,0.0003304809228861454,173.2860613064976,0.8102642548247,456.52638429678336,0.090299152970042,197.96658605035964,1652.8194758806258,7.373672028258026,11.903093495487852,0.00021227134508187924,4.758465838174859,-0.15487990251678463,0.9243954140455054,1
000009.bmp,0.00011610808,2551.0933,27591.9,1148.4756,0.00086828397,13.086258,13.964027,58759.336,2.0098295,18450.234,2.4815636,45899.0,4.9998913,339.99258,0.00033858125135661035,186.22901646975163,0.7953422275965844,454.99600825846665,0.08918476112301381,191.41338086191797,1633.755016564115,7.3536744226698545,11.916446217522981,0.00019794800293429618,4.811201047846548,-0.14887129653665626,0.918199691266014,1
000010.bmp,9.551131e-05,2498.1995,35395.42,1139.2725,0.0007255325,12.353577,13.975672,70529.74,2.0038064,15281.026,2.4797738,38129.0,4.999869,309.99188,0.00035764692655176027,209.22465829697285,0.722480266212922,376.8417612854414,0.08141306513489581,214.64916539598707,1298.1423868447691,7.180954934612535,11.849595152175214,0.00019707970886916488,4.890349972486723,-0.1192730507386551,0.8740005599308904,1
000011.bmp,0.000106362786,2513.1377,31528.898,1141.8992,0.0007645228,12.559591,13.970693,62317.8,2.0074303,17356.242,2.4810033,43229.0,4.999884,329.99237,0.0003385631546406687,195.6511541226207,0.7694031959726138,424.16167477377803,0.0850373047997279,207.61329335939922,1500.9955449724966,7.29100107029644,11.901828173439222,0.00019232153441064387,4.843409221545938,-0.13692144438725182,0.9026751326804683,1
