000000.bmp,80620.08,2.0033448,13362.309,2.478374,33349.0,4.9998503,289.9913,1
000001.bmp,85470.0,2.0154538,12753.792,2.4777977,31639.0,4.999842,282.49106,1
000002.bmp,88071.63,2.0031264,12229.087,2.4773962,30524.0,4.999836,277.4909,1
000003.bmp,96759.93,2.0061984,11164.494,2.476326,27824.0,4.99982,264.99048,1
000004.bmp,84970.16,2.003178,12676.109,2.4777977,31639.0,4.999842,282.49106,1
000005.bmp,85114.85,2.0067117,12698.472,2.4777977,31639.0,4.999842,282.49106,1
000006.bmp,83765.15,2.010279,12948.206,2.4779932,32204.0,4.9998446,284.99115,1
000007.bmp,75318.26,2.0034804,14304.851,2.4790971,35699.0,4.99986,299.9916,1
000008.bmp,62310.527,2.007196,17354.217,2.4810033,43229.0,4.999884,329.99237,1
000009.bmp,58759.336,2.0098295,18450.234,2.4815636,45899.0,4.9998913,339.99258,1
000010.bmp,70529.74,2.0038064,15281.026,2.4797738,38129.0,4.999869,309.99188,1
000011.bmp,62317.8,2.0074303,17356.242,2.4810033,43229.0,4.999884,329.99237,1
000012.bmp,57849.676,2.0079067,18705.66,2.4816985,46579.0,4.9998927,342.49265,1
000013.bmp,63280.66,2.0075612,17094.385,2.4808578,42574.0,4.9998827,327.4923,1
000014.bmp,65265.703,2.007557,16574.389,2.48056,41279.0,4.999879,322.4922,1
000015.bmp,57861.426,2.0083146,18709.459,2.4816985,46579.0,4.9998927,342.49265,1
000016.bmp,60367.008,2.0040693,17858.262,2.4812875,44554.0,4.999888,334.9925,1
000017.bmp,50822.984,2.0041842,21214.291,2.4828298,52924.0,4.9999056,364.9931,1
000018.bmp,62465.344,2.012306,17398.396,2.4810033,43229.0,4.999884,329.99237,1
000019.bmp,48887.336,2.008295,22143.46,2.4831765,55129.0,4.9999094,372.49326,1
000020.bmp,83484.14,2.0032904,12903.193,2.4779932,32204.0,4.9998446,284.99115,1
000021.bmp,83744.72,2.0097885,12945.048,2.4779932,32204.0,4.9998446,284.99115,1
000022.bmp,95086.26,2.0091717,11394.013,2.4765482,28354.0,4.9998236,267.49057,1
000023.bmp,93872.96,2.0214534,11679.958,2.476766,28889.0,4.999827,269.99066,1
000024.bmp,88199.52,2.0061576,12247.593,2.4773962,30524.0,4.999836,277.4909,1
000025.bmp,86509.805,2.0033784,12453.0,2.477599,31079.0,4.9998393,279.991,1
000026.bmp,83490.43,2.0034413,12904.166,2.4779932,32204.0,4.9998446,284.99115,1
000027.bmp,77905.93,2.0035262,13830.342,2.4787416,34514.0,4.999855,294.99146,1
000028.bmp,66384.5,2.010435,16340.816,2.4804077,40639.0,4.999877,319.99213,1
000029.bmp,72847.06,2.003152,14785.264,2.479441,36904.0,4.9998646,304.99173,1
000030.bmp,72871.54,2.003825,14790.232,2.479441,36904.0,4.9998646,304.99173,1
000031.bmp,61271.21,2.0037274,17588.72,2.4811466,43889.0,4.999886,332.49243,1
000032.bmp,58822.82,2.0120008,18470.168,2.4815636,45899.0,4.9998913,339.99258,1
000033.bmp,61274.094,2.0038218,17589.547,2.4811466,43889.0,4.999886,332.49243,1
000034.bmp,62327.785,2.007752,17359.023,2.4810033,43229.0,4.999884,329.99237,1
000035.bmp,59470.277,2.0039883,18126.074,2.4814267,45224.0,4.9998894,337.49252,1
000036.bmp,59473.72,2.0041041,18127.121,2.4814267,45224.0,4.9998894,337.49252,1
000037.bmp,52251.086,2.0042434,20635.691,2.4825907,51479.0,4.9999027,359.993,1
000038.bmp,65154.65,2.0040185,16545.176,2.48056,41279.0,4.999879,322.4922,1
000039.bmp,52981.86,2.0040483,20347.104,2.4824686,50764.0,4.9999013,357.49295,1
000040.bmp,86503.234,2.0032263,12452.055,2.477599,31079.0,4.9998393,279.991,1
000041.bmp,80623.12,2.00342,13362.8125,2.478374,33349.0,4.9998503,289.9913,1
000042.bmp,83478.766,2.0031614,12902.362,2.4779932,32204.0,4.9998446,284.99115,1
000043.bmp,94953.59,2.006246,11377.422,2.4765482,28354.0,4.9998236,267.49057,1
000044.bmp,94812.55,2.0031435,11359.827,2.4765482,28354.0,4.9998236,267.49057,1
000045.bmp,78033.2,2.0069218,13853.781,2.4787416,34514.0,4.999855,294.99146,1
000046.bmp,84985.34,2.0035357,12678.375,2.4777977,31639.0,4.999842,282.49106,1
000047.bmp,71679.62,2.0036287,15033.226,2.4796088,37514.0,4.9998665,307.4918,1
000048.bmp,63157.53,2.0035326,17060.08,2.4808578,42574.0,4.9998827,327.4923,1
000049.bmp,84963.15,2.0030127,12675.064,2.4777977,31639.0,4.999842,282.49106,1
000050.bmp,67352.69,2.0077624,16064.108,2.480253,40004.0,4.999875,317.49207,1
000051.bmp,59463.156,2.0037482,18123.902,2.4814267,45224.0,4.9998894,337.49252,1
000052.bmp,57742.688,2.004071,18669.926,2.4816985,46579.0,4.9998927,342.49265,1
000053.bmp,66172.69,2.0037758,16286.689,2.4804077,40639.0,4.999877,319.99213,1
000054.bmp,63393.98,2.011279,17126.041,2.4808578,42574.0,4.9998827,327.4923,1
000055.bmp,62210.375,2.0038476,17325.266,2.4810033,43229.0,4.999884,329.99237,1
000056.bmp,57745.98,2.0041852,18670.99,2.4816985,46579.0,4.9998927,342.49265,1
000057.bmp,52354.543,2.0083346,20677.812,2.4825907,51479.0,4.9999027,359.993,1
000058.bmp,57743.254,2.0040905,18670.107,2.4816985,46579.0,4.9998927,342.49265,1
000059.bmp,55603.27,2.015948,19615.174,2.482092,48649.0,4.999897,349.9928,1
000060.bmp,89827.56,2.0063744,12028.214,2.47719,29974.0,4.999833,274.9908,1
000061.bmp,84148.05,2.0198379,13009.775,2.4779932,32204.0,4.9998446,284.99115,1
000062.bmp,88202.93,2.0062351,12248.065,2.4773962,30524.0,4.999836,277.4909,1
000063.bmp,91349.945,2.0031579,11790.588,2.47698,29429.0,4.9998302,272.49075,1
000064.bmp,102349.8,2.0030003,10521.761,2.4756339,26264.0,4.9998097,257.4902,1
000065.bmp,74075.64,2.003543,14545.722,2.4792705,36299.0,4.999862,302.49167,1
000066.bmp,83494.47,2.0035381,12904.789,2.4779932,32204.0,4.9998446,284.99115,1
000067.bmp,75323.195,2.0036118,14305.788,2.4790971,35699.0,4.99986,299.9916,1
000068.bmp,67324.94,2.0069351,16057.488,2.480253,40004.0,4.999875,317.49207,1
000069.bmp,82023.57,2.0030785,13130.18,2.4781852,32774.0,4.9998474,287.49124,1
000070.bmp,65153.426,2.0039809,16544.865,2.48056,41279.0,4.999879,322.4922,1
000071.bmp,59573.71,2.0075963,18158.707,2.4814267,45224.0,4.9998894,337.49252,1
000072.bmp,58596.703,2.004022,18396.922,2.4815636,45899.0,4.9998913,339.99258,1
000073.bmp,62319.297,2.0074785,17356.658,2.4810033,43229.0,4.999884,329.99237,1
000074.bmp,60466.164,2.0074835,17888.686,2.4812875,44554.0,4.999888,334.9925,1
000075.bmp,59468.773,2.0039375,18125.615,2.4814267,45224.0,4.9998894,337.49252,1
000076.bmp,54504.418,2.0041742,19781.2,2.4822192,49349.0,4.999899,352.49286,1
000077.bmp,49455.426,2.0042396,21802.117,2.4830625,54389.0,4.999908,369.9932,1
000078.bmp,56905.02,2.0040421,18944.21,2.4818316,47264.0,4.999894,344.9927,1
000079.bmp,57116.47,2.0117345,19016.926,2.4818316,47264.0,4.999894,344.9927,1
000080.bmp,82037.13,2.0034099,13132.352,2.4781852,32774.0,4.9998474,287.49124,1
000081.bmp,83488.42,2.003393,12903.8545,2.4779932,32204.0,4.9998446,284.99115,1
000082.bmp,79381.57,2.0069969,13619.48,2.4785595,33929.0,4.9998527,292.4914,1
000083.bmp,93314.44,2.0089357,11607.63,2.476766,28889.0,4.999827,269.99066,1
000084.bmp,96608.14,2.0029287,11146.299,2.476326,27824.0,4.99982,264.99048,1
000085.bmp,72871.57,2.003826,14790.239,2.479441,36904.0,4.9998646,304.99173,1
000086.bmp,67337.53,2.0073106,16060.492,2.480253,40004.0,4.999875,317.49207,1
000087.bmp,90110.41,2.0129375,12067.561,2.47719,29974.0,4.999833,274.9908,1
000088.bmp,71670.26,2.0033672,15031.264,2.4796088,37514.0,4.9998665,307.4918,1
000089.bmp,90204.65,2.0151658,12080.919,2.47719,29974.0,4.999833,274.9908,1
000090.bmp,63171.92,2.0039892,17063.969,2.4808578,42574.0,4.9998827,327.4923,1
000091.bmp,61388.277,2.0076785,17623.402,2.4811466,43889.0,4.999886,332.49243,1
000092.bmp,56086.64,2.0040565,19220.904,2.4819627,47954.0,4.9998956,347.49277,1
000093.bmp,60882.62,2.0218036,18016.293,2.4812875,44554.0,4.999888,334.9925,1
000094.bmp,59134.594,2.023159,18572.6,2.4815636,45899.0,4.9998913,339.99258,1
000095.bmp,56218.992,2.0089083,19267.438,2.4819627,47954.0,4.9998956,347.49277,1
