0.000109217,2540.8237,31772.982,1146.7098,0.000841724,12.943316,13.974389,80620.08,2.0033448,13362.309,2.478374,33349,4.9998503,289.9913,1
0.000101699,2561.3,31910.271,1150.2207,0.000894238,13.228636,13.9730835,85470,2.0154538,12753.792,2.4777977,31639,4.999842,282.49106,1
0.000101486,2563.3547,34841.82,1150.5708,0.000906133,13.257334,13.976648,88071.63,2.0031264,12229.087,2.4773962,30524,4.999836,277.4909,1
9.66E-05,2555.5493,33849.555,1149.2388,0.000887889,13.14838,13.975465,96759.93,2.0061984,11164.494,2.476326,27824,4.99982,264.99048,1
0.000102521,2559.081,31910.271,1149.8422,0.000886905,13.197656,13.973415,84970.16,2.003178,12676.109,2.4777977,31639,4.999842,282.49106,1
9.93E-05,2535.2637,35280.938,1145.7496,0.000830401,12.866062,13.974807,85114.85,2.0067117,12698.472,2.4777977,31639,4.999842,282.49106,1
9.84E-05,2525.3389,37833.39,1144.0283,0.000807907,12.728398,13.978698,83765.15,2.010279,12948.206,2.4779932,32204,4.9998446,284.99115,1
0.000102095,2512.4502,37069.434,1141.7787,0.000768693,12.550093,13.978364,75318.26,2.0034804,14304.851,2.4790971,35699,4.99986,299.9916,1
0.000107952,2535.4148,27906.928,1145.7758,0.000823058,12.868162,13.965744,62310.527,2.007196,17354.217,2.4810033,43229,4.999884,329.99237,1
0.000116108,2551.0933,27591.9,1148.4756,0.000868284,13.086258,13.964027,58759.336,2.0098295,18450.234,2.4815636,45899,4.9998913,339.99258,1
9.55E-05,2498.1995,35395.42,1139.2725,0.000725533,12.353577,13.975672,70529.74,2.0038064,15281.026,2.4797738,38129,4.999869,309.99188,1
0.000106363,2513.1377,31528.898,1141.8992,0.000764523,12.559591,13.970693,62317.8,2.0074303,17356.242,2.4810033,43229,4.999884,329.99237,1
0.000103298,2504.9287,32139.07,1140.4584,0.000748441,12.446287,13.971866,57849.676,2.0079067,18705.66,2.4816985,46579,4.9998927,342.49265,1
0.000102556,2504.2036,32139.07,1140.3308,0.00074569,12.436291,13.970165,63280.66,2.0075612,17094.385,2.4808578,42574,4.9998827,327.4923,1
0.000101631,2500.1243,31125.678,1139.6122,0.000738805,12.380079,13.971535,65265.703,2.007557,16574.389,2.48056,41279,4.999879,322.4922,1
9.92E-05,2486.916,32302.488,1137.2739,0.000704477,12.198468,13.970764,57861.426,2.0083146,18709.459,2.4816985,46579,4.9998927,342.49265,1
0.000105185,2488.6785,31034.354,1137.5869,0.000699259,12.222667,13.970919,60367.008,2.0040693,17858.262,2.4812875,44554,4.999888,334.9925,1
0.000112625,2485.11,30124.988,1136.9529,0.000693881,12.173683,13.968122,50822.984,2.0041842,21214.291,2.4828298,52924,4.9999056,364.9931,1
0.000109775,2482.5283,32596.617,1136.4934,0.000686926,12.138271,13.972472,62465.344,2.012306,17398.396,2.4810033,43229,4.999884,329.99237,1
0.000110473,2487.5645,29007.984,1137.3892,0.000709001,12.20737,13.965638,48887.336,2.008295,22143.46,2.4831765,55129,4.9999094,372.49326,1
0.000101402,2545.0837,30378.594,1147.4436,0.000853495,13.002573,13.972641,83484.14,2.0032904,12903.193,2.4779932,32204,4.9998446,284.99115,1
9.94E-05,2547.3008,32939.73,1147.8247,0.000860444,13.033433,13.973743,83744.72,2.0097885,12945.048,2.4779932,32204,4.9998446,284.99115,1
0.000100979,2564.0532,36320.06,1150.6897,0.000907213,13.267093,13.976402,95086.26,2.0091717,11394.013,2.4765482,28354,4.9998236,267.49057,1
9.98E-05,2558.439,33491.62,1149.7325,0.000891831,13.188694,13.974833,93872.96,2.0214534,11679.958,2.476766,28889,4.999827,269.99066,1
0.000101248,2562.2456,33133.65,1150.3818,0.000904735,13.241841,13.974068,88199.52,2.0061576,12247.593,2.4773962,30524,4.999836,277.4909,1
9.65E-05,2533.5273,33968.86,1145.4492,0.000820228,12.841955,13.973618,86509.805,2.0033784,12453,2.477599,31079,4.9998393,279.991,1
9.63E-05,2524.1963,37833.39,1143.8296,0.000803704,12.712572,13.978497,83490.43,2.0034413,12904.166,2.4779932,32204,4.9998446,284.99115,1
0.000101164,2513.5432,37069.434,1141.9701,0.000775063,12.565193,13.97886,77905.93,2.0035262,13830.342,2.4787416,34514,4.999855,294.99146,1
0.000107911,2535.24,28770.453,1145.7456,0.000818405,12.865733,13.965484,66384.5,2.010435,16340.816,2.4804077,40639,4.999877,319.99213,1
0.00010937,2566.3293,30124.988,1151.077,0.00091101,13.2989025,13.9685335,72847.06,2.003152,14785.264,2.479441,36904,4.9998646,304.99173,1
9.41E-05,2496.9172,35395.42,1139.046,0.000722325,12.33593,13.974548,72871.54,2.003825,14790.232,2.479441,36904,4.9998646,304.99173,1
0.000108498,2512.2385,30537.084,1141.7416,0.000761146,12.54717,13.9687805,61271.21,2.0037274,17588.72,2.4811466,43889,4.999886,332.49243,1
0.000100838,2501.6838,32139.07,1139.8871,0.000741137,12.401564,13.972305,58822.82,2.0120008,18470.168,2.4815636,45899,4.9998913,339.99258,1
0.00010518,2505.5745,32139.07,1140.572,0.000748067,12.455193,13.970496,61274.094,2.0038218,17589.547,2.4811466,43889,4.999886,332.49243,1
0.000104471,2497.611,31419.926,1139.1686,0.000729565,12.345479,13.971299,62327.785,2.007752,17359.023,2.4810033,43229,4.999884,329.99237,1
0.000103095,2494.1172,30466.04,1138.5509,0.000717699,12.29741,13.969924,59470.277,2.0039883,18126.074,2.4814267,45224,4.9998894,337.49252,1
0.000100766,2486.3774,33663.965,1137.1782,0.000697963,12.191073,13.971988,59473.72,2.0041041,18127.121,2.4814267,45224,4.9998894,337.49252,1
0.00011274,2481.2412,31602.547,1136.264,0.000686091,12.120625,13.969906,52251.086,2.0042434,20635.691,2.4825907,51479,4.9999027,359.993,1
9.64E-05,2483.988,33663.965,1136.7533,0.000694125,12.158291,13.972856,65154.65,2.0040185,16545.176,2.48056,41279,4.999879,322.4922,1
0.00010998,2490.0679,28741.947,1137.8335,0.000713215,12.241751,13.966445,52981.86,2.0040483,20347.104,2.4824686,50764,4.9999013,357.49295,1
9.93E-05,2550.1978,32596.617,1148.322,0.000869202,13.073782,13.973181,86503.234,2.0032263,12452.055,2.477599,31079,4.9998393,279.991,1
9.98E-05,2534.9963,35280.938,1145.7035,0.000830253,12.862351,13.976093,80623.12,2.00342,13362.8125,2.478374,33349,4.9998503,289.9913,1
0.000102609,2565.5305,34467.72,1150.9412,0.000906572,13.287737,13.974912,83478.766,2.0031614,12902.362,2.4779932,32204,4.9998446,284.99115,1
9.72E-05,2558.591,33491.62,1149.7585,0.000896038,13.190819,13.97623,94953.59,2.006246,11377.422,2.4765482,28354,4.9998236,267.49057,1
9.79E-05,2561.9219,33133.65,1150.3267,0.00089729,13.23732,13.976266,94812.55,2.0031435,11359.827,2.4765482,28354,4.9998236,267.49057,1
9.90E-05,2522.7615,34654.773,1143.5797,0.000794222,12.6927,13.974141,78033.2,2.0069218,13853.781,2.4787416,34514,4.999855,294.99146,1
9.52E-05,2521.7214,37833.39,1143.3986,0.000798442,12.678301,13.978707,84985.34,2.0035357,12678.375,2.4777977,31639,4.999842,282.49106,1
0.00010325,2514.9592,38580.973,1142.2179,0.000776362,12.584761,13.978374,71679.62,2.0036287,15033.226,2.4796088,37514,4.9998665,307.4918,1
0.000109876,2535.7246,28770.453,1145.8293,0.000821526,12.872462,13.9675455,63157.53,2.0035326,17060.08,2.4808578,42574,4.9998827,327.4923,1
0.000104889,2572.9634,29795.262,1152.2029,0.000921406,13.391701,13.968778,84963.15,2.0030127,12675.064,2.4777977,31639,4.999842,282.49106,1
9.76E-05,2497.2588,35395.42,1139.1063,0.000722011,12.340629,13.973922,67352.69,2.0077624,16064.108,2.480253,40004,4.999875,317.49207,1
0.000108146,2510.7627,28475.879,1141.483,0.000759826,12.526789,13.967304,59463.156,2.0037482,18123.902,2.4814267,45224,4.9998894,337.49252,1
0.000101253,2500.9788,31125.678,1139.7628,0.000738441,12.391851,13.972309,57742.688,2.004071,18669.926,2.4816985,46579,4.9998927,342.49265,1
0.000101279,2508.8118,31834.002,1141.1407,0.000753028,12.499854,13.97088,66172.69,2.0037758,16286.689,2.4804077,40639,4.999877,319.99213,1
0.000105362,2501.4287,29025.719,1139.8422,0.000741838,12.398047,13.969443,63393.98,2.011279,17126.041,2.4808578,42574,4.9998827,327.4923,1
0.000104833,2487.1892,31034.354,1137.3225,0.000702916,12.202219,13.970502,62210.375,2.0038476,17325.266,2.4810033,43229,4.999884,329.99237,1
0.000102123,2485.0554,32596.617,1136.9431,0.000693002,12.172934,13.970285,57745.98,2.0041852,18670.99,2.4816985,46579,4.9998927,342.49265,1
0.000106555,2478.2988,32890.72,1135.7391,0.000681716,12.080306,13.971884,52354.543,2.0083346,20677.812,2.4825907,51479,4.9999027,359.993,1
0.000100415,2487.273,32302.488,1137.3373,0.000703806,12.203366,13.97151,57743.254,2.0040905,18670.107,2.4816985,46579,4.9998927,342.49265,1
0.000114393,2494.2363,29575.418,1138.572,0.000723238,12.299049,13.967377,55603.27,2.015948,19615.174,2.482092,48649,4.999897,349.9928,1
9.90E-05,2548.4565,32939.73,1148.0232,0.00085887,13.049529,13.973068,89827.56,2.0063744,12028.214,2.47719,29974,4.999833,274.9908,1
0.000100555,2529.8047,34311.832,1144.8041,0.000815218,12.790304,13.976012,84148.05,2.0198379,13009.775,2.4779932,32204,4.9998446,284.99115,1
0.000101863,2559.0427,36711.793,1149.8356,0.000894053,13.19712,13.975946,88202.93,2.0062351,12248.065,2.4773962,30524,4.999836,277.4909,1
9.77E-05,2560.734,34841.82,1150.1241,0.000903776,13.22073,13.976708,91349.945,2.0031579,11790.588,2.47698,29429,4.9998302,272.49075,1
9.63E-05,2563.6924,33133.65,1150.6283,0.000905971,13.26205,13.97636,102349.8,2.0030003,10521.761,2.4756339,26264,4.9998097,257.4902,1
9.83E-05,2516.7476,35340.566,1142.5305,0.000781523,12.609484,13.974588,74075.64,2.003543,14545.722,2.4792705,36299,4.999862,302.49167,1
9.40E-05,2521.556,36354.125,1143.3698,0.000794772,12.676009,13.978013,83494.47,2.0035381,12904.789,2.4779932,32204,4.9998446,284.99115,1
0.000101752,2516.1804,36711.793,1142.4314,0.000778462,12.601642,13.978577,75323.195,2.0036118,14305.788,2.4790971,35699,4.99986,299.9916,1
